loss,grad_norm,learning_rate,epoch
0.9978,5.881072521209717,0.0002,5.51
0.9492,6.06909704208374,0.0002,5.53
0.9477,5.975950241088867,0.0002,5.55
0.9264,6.594111919403076,0.0002,5.57
0.8846,6.131364345550537,0.0002,5.58
0.91,5.8471527099609375,0.0002,5.6
0.9073,6.002979278564453,0.0002,5.62
0.9535,6.466720104217529,0.0002,5.64
0.9134,5.951537132263184,0.0002,5.65
0.9141,6.06477689743042,0.0002,5.67
0.968,5.8861308097839355,0.0002,5.69
0.9489,5.63908052444458,0.0002,5.7
0.9415,6.100959777832031,0.0002,5.72
0.9212,5.882194519042969,0.0002,5.74
0.939,5.753507137298584,0.0002,5.76
0.9413,5.984129428863525,0.0002,5.77
0.9413,6.095453262329102,0.0002,5.79
0.9859,6.193780422210693,0.0002,5.81
0.9566,6.22045373916626,0.0002,5.83
0.9354,6.263051509857178,0.0002,5.84
0.9452,6.3679914474487305,0.0002,5.86
0.9523,5.556319236755371,0.0002,5.88
0.8898,6.029979228973389,0.0002,5.89
0.9505,5.6208295822143555,0.0002,5.91
0.9052,5.705646514892578,0.0002,5.93
0.961,5.742941379547119,0.0002,5.95
0.963,5.871904373168945,0.0002,5.96
0.9453,5.952600479125977,0.0002,5.98
0.9558,5.635520935058594,0.0002,6.0
0.9267,5.665163993835449,0.0002,6.02
0.931,5.839602470397949,0.0002,6.03
0.8801,6.415294647216797,0.0002,6.05
0.9578,6.259084701538086,0.0002,6.07
0.877,6.333616256713867,0.0002,6.08
0.8931,5.908798694610596,0.0002,6.1
0.8899,6.677976131439209,0.0002,6.12
0.9267,5.726657390594482,0.0002,6.14
0.9366,6.209708213806152,0.0002,6.15
0.8742,6.314372539520264,0.0002,6.17
0.9446,6.445681571960449,0.0002,6.19
0.9055,6.218250751495361,0.0002,6.21
0.912,6.120852470397949,0.0002,6.22
0.9269,6.133075714111328,0.0002,6.24
0.9121,5.921079158782959,0.0002,6.26
0.8813,6.575042247772217,0.0002,6.27
0.9069,6.402101039886475,0.0002,6.29
0.9045,6.108107566833496,0.0002,6.31
0.8495,6.133200645446777,0.0002,6.33
0.9221,6.319901466369629,0.0002,6.34
0.9148,5.684030532836914,0.0002,6.36
0.9236,5.816843509674072,0.0002,6.38
0.9023,5.878927230834961,0.0002,6.4
0.9526,6.097142696380615,0.0002,6.41
0.9171,6.606540679931641,0.0002,6.43
0.8886,6.249529838562012,0.0002,6.45
0.9517,6.361724853515625,0.0002,6.46
0.8746,6.604925632476807,0.0002,6.48
0.8972,6.149048805236816,0.0002,6.5
0.9316,6.114434242248535,0.0002,6.52
0.948,6.0466718673706055,0.0002,6.53
0.9012,6.181456565856934,0.0002,6.55
0.9079,5.94158411026001,0.0002,6.57
0.9334,5.718885898590088,0.0002,6.59
0.9479,6.2484869956970215,0.0002,6.6
0.9081,5.727555751800537,0.0002,6.62
0.9032,6.100517749786377,0.0002,6.64
0.9144,6.1731367111206055,0.0002,6.66
0.9764,5.967230796813965,0.0002,6.67
0.9075,6.056635856628418,0.0002,6.69
0.9548,6.044095993041992,0.0002,6.71
0.8929,5.768560886383057,0.0002,6.72
0.8691,6.390421390533447,0.0002,6.74
0.8858,6.286332607269287,0.0002,6.76
0.938,5.732709884643555,0.0002,6.78
0.9679,5.711584568023682,0.0002,6.79
0.8791,6.177047252655029,0.0002,6.81
0.9617,6.136504173278809,0.0002,6.83
0.9216,6.286780834197998,0.0002,6.85
0.9483,5.755728244781494,0.0002,6.86
0.9511,5.98911190032959,0.0002,6.88
0.9204,6.099084854125977,0.0002,6.9
0.9097,6.315366744995117,0.0002,6.91
0.894,5.853343486785889,0.0002,6.93
0.9513,5.687999248504639,0.0002,6.95
0.9061,5.83408260345459,0.0002,6.97
0.8976,5.863549709320068,0.0002,6.98
0.8768,5.952241897583008,0.0002,7.0
0.8949,6.264235973358154,0.0002,7.02
0.895,6.02835750579834,0.0002,7.04
0.8628,6.614642143249512,0.0002,7.05
0.87,6.6633148193359375,0.0002,7.07
0.859,6.189698696136475,0.0002,7.09
0.9023,6.039335250854492,0.0002,7.1
0.8836,6.122312068939209,0.0002,7.12
0.9193,6.099137306213379,0.0002,7.14
0.8641,6.156655311584473,0.0002,7.16
0.8996,6.3661298751831055,0.0002,7.17
0.8529,6.278241157531738,0.0002,7.19
0.8759,6.402568340301514,0.0002,7.21
0.8722,6.078054904937744,0.0002,7.23
0.9053,6.784069538116455,0.0002,7.24
0.8917,6.4576826095581055,0.0002,7.26
0.8725,6.328261852264404,0.0002,7.28
0.8756,5.982423305511475,0.0002,7.29
0.9299,6.51944637298584,0.0002,7.31
0.8905,6.5918869972229,0.0002,7.33
0.8467,6.735909938812256,0.0002,7.35
0.9248,6.473630428314209,0.0002,7.36
0.8591,6.047993183135986,0.0002,7.38
0.9174,6.1678266525268555,0.0002,7.4
0.8858,6.4818878173828125,0.0002,7.42
0.9247,6.038449287414551,0.0002,7.43
0.8923,6.061054229736328,0.0002,7.45
0.9012,6.412901401519775,0.0002,7.47
0.8833,6.232489585876465,0.0002,7.48
0.8982,6.4173903465271,0.0002,7.5
0.9126,6.123539924621582,0.0002,7.52
0.9221,6.289766788482666,0.0002,7.54
0.9078,5.990062713623047,0.0002,7.55
0.9048,6.434086322784424,0.0002,7.57
0.9239,5.983731269836426,0.0002,7.59
0.9511,6.35996150970459,0.0002,7.61
0.9043,6.136538028717041,0.0002,7.62
0.9261,6.2950263023376465,0.0002,7.64
0.8622,6.504860877990723,0.0002,7.66
0.8672,6.369466304779053,0.0002,7.68
0.9082,6.5043864250183105,0.0002,7.69
0.8481,6.6902289390563965,0.0002,7.71
0.9151,6.238098621368408,0.0002,7.73
0.9023,6.545223712921143,0.0002,7.74
0.8266,6.375119686126709,0.0002,7.76
0.8995,6.414927959442139,0.0002,7.78
0.8711,6.312893390655518,0.0002,7.8
0.9016,5.870119571685791,0.0002,7.81
0.9244,5.883890628814697,0.0002,7.83
0.8893,6.209286212921143,0.0002,7.85
0.9179,5.885997772216797,0.0002,7.87
0.8694,6.230870246887207,0.0002,7.88
0.9102,6.546996116638184,0.0002,7.9
0.9018,6.0630202293396,0.0002,7.92
0.959,5.894012928009033,0.0002,7.93
0.9055,6.2396039962768555,0.0002,7.95
0.8684,6.746820449829102,0.0002,7.97
0.9247,5.963033199310303,0.0002,7.99
0.8936,6.080401420593262,0.0002,8.0
0.8693,6.56600284576416,0.0002,8.02
0.8538,6.245678901672363,0.0002,8.04
0.9131,6.645726203918457,0.0002,8.06
0.8502,6.418835163116455,0.0002,8.07
0.8594,6.604193687438965,0.0002,8.09
0.8759,6.269510746002197,0.0002,8.11
0.8448,6.368913173675537,0.0002,8.12
0.8549,6.232131004333496,0.0002,8.14
0.8722,6.404721736907959,0.0002,8.16
0.836,6.747515678405762,0.0002,8.18
0.8624,6.4692063331604,0.0002,8.19
0.8787,6.705081939697266,0.0002,8.21
0.8691,6.418754577636719,0.0002,8.23
0.9011,6.151312828063965,0.0002,8.25
0.8795,6.443714618682861,0.0002,8.26
0.8469,6.914102077484131,0.0002,8.28
0.8941,6.419906139373779,0.0002,8.3
0.8413,6.685986042022705,0.0002,8.31
0.8708,6.309338569641113,0.0002,8.33
0.8772,7.187283515930176,0.0002,8.35
0.8736,6.353529453277588,0.0002,8.37
0.8672,6.635004997253418,0.0002,8.38
0.8638,6.611686706542969,0.0002,8.4
0.8771,6.198736190795898,0.0002,8.42
0.8995,6.389863967895508,0.0002,8.44
0.8363,6.211652755737305,0.0002,8.45
0.8562,6.322675704956055,0.0002,8.47
0.8602,6.2938761711120605,0.0002,8.49
0.8892,6.693235874176025,0.0002,8.5
0.8757,6.3405442237854,0.0002,8.52
0.8481,6.375710964202881,0.0002,8.54
0.8236,6.375041961669922,0.0002,8.56
0.8829,6.514158725738525,0.0002,8.57
0.8815,6.7312493324279785,0.0002,8.59
0.9353,6.606796741485596,0.0002,8.61
0.8388,6.226095199584961,0.0002,8.63
0.8801,6.323537349700928,0.0002,8.64
0.8719,6.430606842041016,0.0002,8.66
0.9046,6.334190845489502,0.0002,8.68
0.8927,6.042141914367676,0.0002,8.69
0.9088,6.369941711425781,0.0002,8.71
0.8792,6.162556171417236,0.0002,8.73
0.8489,6.209934711456299,0.0002,8.75
0.8735,6.432966232299805,0.0002,8.76
0.9048,6.527618408203125,0.0002,8.78
0.8729,6.8952436447143555,0.0002,8.8
0.8707,6.450936794281006,0.0002,8.82
0.886,6.399214744567871,0.0002,8.83
0.8556,6.0376787185668945,0.0002,8.85
0.856,6.309270858764648,0.0002,8.87
0.8444,6.454195976257324,0.0002,8.89
0.8799,6.799774169921875,0.0002,8.9
0.8726,6.252419471740723,0.0002,8.92
0.8483,6.5617523193359375,0.0002,8.94
0.9034,6.352284908294678,0.0002,8.95
0.8651,6.235196590423584,0.0002,8.97
0.9097,6.379447937011719,0.0002,8.99
0.8709,5.890706539154053,0.0002,9.01
0.8721,6.9240875244140625,0.0002,9.02
0.8431,6.853020668029785,0.0002,9.04
0.8577,6.715226173400879,0.0002,9.06
0.856,6.44354772567749,0.0002,9.08
0.8559,7.367581367492676,0.0002,9.09
0.8851,6.600942611694336,0.0002,9.11
0.8082,6.567724704742432,0.0002,9.13
0.8369,6.99847936630249,0.0002,9.14
0.8502,6.952502727508545,0.0002,9.16
0.8311,6.773128509521484,0.0002,9.18
0.8327,6.5574421882629395,0.0002,9.2
0.8224,6.850762844085693,0.0002,9.21
0.8349,6.6626715660095215,0.0002,9.23
0.8335,6.7537713050842285,0.0002,9.25
0.815,6.484309196472168,0.0002,9.27
0.8737,6.538950443267822,0.0002,9.28
0.8636,6.779106140136719,0.0002,9.3
0.8306,6.796684265136719,0.0002,9.32
0.8419,6.555130958557129,0.0002,9.33
0.8257,6.5185723304748535,0.0002,9.35
0.8397,6.788949966430664,0.0002,9.37
0.85,6.895514011383057,0.0002,9.39
0.7939,6.995656490325928,0.0002,9.4
0.8633,7.012343406677246,0.0002,9.42
0.8365,6.4799885749816895,0.0002,9.44
0.8549,7.057928562164307,0.0002,9.46
0.8638,6.625752925872803,0.0002,9.47
0.841,6.787798881530762,0.0002,9.49
0.811,6.801362037658691,0.0002,9.51
0.8647,6.884093761444092,0.0002,9.52
0.8798,7.015369415283203,0.0002,9.54
0.8832,6.343809604644775,0.0002,9.56
0.8617,6.385506629943848,0.0002,9.58
0.8804,6.353359222412109,0.0002,9.59
0.8106,7.268764972686768,0.0002,9.61
0.8251,6.801900863647461,0.0002,9.63
0.858,6.5207319259643555,0.0002,9.65
0.8428,6.458012580871582,0.0002,9.66
0.8464,6.292776584625244,0.0002,9.68
0.8853,6.233610153198242,0.0002,9.7
0.9073,6.805239200592041,0.0002,9.71
0.8493,6.685671329498291,0.0002,9.73
0.8695,6.720325469970703,0.0002,9.75
0.8975,6.330815315246582,0.0002,9.77
0.8484,6.775615215301514,0.0002,9.78
0.8822,6.718386173248291,0.0002,9.8
0.8484,6.816053867340088,0.0002,9.82
0.8313,6.594000339508057,0.0002,9.84
0.8322,6.628620624542236,0.0002,9.85
0.8626,6.674252033233643,0.0002,9.87
0.8459,6.496944427490234,0.0002,9.89
0.8506,6.404320240020752,0.0002,9.9
0.8809,6.856830596923828,0.0002,9.92
0.9123,5.98077917098999,0.0002,9.94
0.8468,6.513436794281006,0.0002,9.96
0.8694,6.5417799949646,0.0002,9.97
0.8487,6.6169023513793945,0.0002,9.99
0.8299,6.529040813446045,0.0002,10.01
0.8142,6.920912742614746,0.0002,10.03
0.8095,6.948423385620117,0.0002,10.04
0.8082,6.94215726852417,0.0002,10.06
0.8335,6.448737621307373,0.0002,10.08
0.8349,6.490278244018555,0.0002,10.1
0.8317,7.156589031219482,0.0002,10.11
0.8223,6.894107818603516,0.0002,10.13
0.8473,6.9900407791137695,0.0002,10.15
0.8092,6.859067440032959,0.0002,10.16
0.8461,6.75029993057251,0.0002,10.18
0.8521,6.976339817047119,0.0002,10.2
0.815,6.50689697265625,0.0002,10.22
0.8386,6.950850009918213,0.0002,10.23
0.7888,7.150947093963623,0.0002,10.25
0.8434,6.859192848205566,0.0002,10.27
0.8273,7.018346309661865,0.0002,10.29
0.7873,6.964981555938721,0.0002,10.3
0.8216,6.42913293838501,0.0002,10.32
0.8324,7.403204917907715,0.0002,10.34
0.8198,6.933821201324463,0.0002,10.35
0.7821,6.796492576599121,0.0002,10.37
0.8333,7.215185165405273,0.0002,10.39
0.8668,7.5770955085754395,0.0002,10.41
0.8283,6.827175617218018,0.0002,10.42
0.8379,6.557609558105469,0.0002,10.44
0.8149,6.811211585998535,0.0002,10.46
0.8007,6.9880828857421875,0.0002,10.48
0.811,6.812144756317139,0.0002,10.49
0.8057,7.036466598510742,0.0002,10.51
0.7712,6.8426666259765625,0.0002,10.53
0.878,6.547590732574463,0.0002,10.54
0.8436,6.7646636962890625,0.0002,10.56
0.8391,6.533144474029541,0.0002,10.58
0.8595,6.831852436065674,0.0002,10.6
0.8532,6.701728820800781,0.0002,10.61
0.7905,6.615794658660889,0.0002,10.63
0.8466,6.93371057510376,0.0002,10.65
0.878,6.566738128662109,0.0002,10.67
0.8844,7.550668716430664,0.0002,10.68
0.7861,6.955880165100098,0.0002,10.7
0.8313,7.236972332000732,0.0002,10.72
0.8494,6.716348171234131,0.0002,10.73
0.8313,6.836297512054443,0.0002,10.75
0.8263,6.829374313354492,0.0002,10.77
0.8448,5.910317420959473,0.0002,10.79
0.8311,6.930903911590576,0.0002,10.8
0.8661,6.7148051261901855,0.0002,10.82
0.8718,6.795609951019287,0.0002,10.84
0.8517,6.49291467666626,0.0002,10.86
0.8504,6.95943546295166,0.0002,10.87
0.8457,6.584421157836914,0.0002,10.89
0.8353,6.551769733428955,0.0002,10.91
0.8842,6.482515811920166,0.0002,10.92
0.8205,7.147313117980957,0.0002,10.94
0.8687,6.59121036529541,0.0002,10.96
0.8455,6.788626670837402,0.0002,10.98
