loss,grad_norm,learning_rate,epoch
0.8154,7.034106731414795,0.0002,10.99
0.7958,6.69110631942749,0.0002,11.01
0.8174,6.728100776672363,0.0002,11.03
0.7608,7.51434850692749,0.0002,11.05
0.8129,6.884264945983887,0.0002,11.06
0.8055,6.496744155883789,0.0002,11.08
0.8372,7.533588886260986,0.0002,11.1
0.8002,6.907442092895508,0.0002,11.11
0.773,7.500485897064209,0.0002,11.13
0.8269,6.8950114250183105,0.0002,11.15
0.7426,7.4729108810424805,0.0002,11.17
0.8329,6.981880187988281,0.0002,11.18
0.7782,6.577969551086426,0.0002,11.2
0.7857,7.787490367889404,0.0002,11.22
0.784,7.1584038734436035,0.0002,11.24
0.7842,6.8080878257751465,0.0002,11.25
0.7691,7.446573257446289,0.0002,11.27
0.7548,7.681204319000244,0.0002,11.29
0.819,6.698817729949951,0.0002,11.31
0.7934,7.404881000518799,0.0002,11.32
0.8248,6.792995929718018,0.0002,11.34
0.8151,7.438622951507568,0.0002,11.36
0.8307,7.450660228729248,0.0002,11.37
0.8105,6.833305835723877,0.0002,11.39
0.8097,7.342653274536133,0.0002,11.41
0.7903,6.842027187347412,0.0002,11.43
0.8362,7.586026191711426,0.0002,11.44
0.8163,6.694260597229004,0.0002,11.46
0.809,6.680749416351318,0.0002,11.48
0.8169,6.964660167694092,0.0002,11.5
0.762,7.304294109344482,0.0002,11.51
0.8502,7.184595108032227,0.0002,11.53
0.8258,7.030911922454834,0.0002,11.55
0.8174,6.947262763977051,0.0002,11.56
0.8274,6.926452159881592,0.0002,11.58
0.8486,7.145439147949219,0.0002,11.6
0.7883,6.984180927276611,0.0002,11.62
0.7354,6.930994987487793,0.0002,11.63
0.806,7.2817912101745605,0.0002,11.65
0.84,7.538877964019775,0.0002,11.67
0.8567,6.960386276245117,0.0002,11.69
0.8493,7.1089935302734375,0.0002,11.7
0.8347,6.951493740081787,0.0002,11.72
0.8065,7.0402655601501465,0.0002,11.74
0.7803,6.753226280212402,0.0002,11.75
0.8273,6.97097110748291,0.0002,11.77
0.8536,6.716240882873535,0.0002,11.79
0.8502,6.9949188232421875,0.0002,11.81
0.8279,6.845340728759766,0.0002,11.82
0.826,7.213374137878418,0.0002,11.84
0.8137,6.77879524230957,0.0002,11.86
0.8484,6.754871368408203,0.0002,11.88
0.8258,6.5707197189331055,0.0002,11.89
0.8245,6.763068675994873,0.0002,11.91
0.8341,6.725250720977783,0.0002,11.93
0.821,6.954216480255127,0.0002,11.94
0.8343,7.006442546844482,0.0002,11.96
0.8107,6.946292877197266,0.0002,11.98
0.7924,6.659704685211182,0.0002,12.0
0.7809,7.029156684875488,0.0002,12.01
0.7907,7.6294636726379395,0.0002,12.03
0.7925,7.456253528594971,0.0002,12.05
0.765,7.514327526092529,0.0002,12.07
0.7651,7.055605888366699,0.0002,12.08
0.7875,7.407268524169922,0.0002,12.1
0.7462,7.312478065490723,0.0002,12.12
0.7955,7.592712879180908,0.0002,12.13
0.8028,6.97906494140625,0.0002,12.15
0.7819,6.857172966003418,0.0002,12.17
0.7852,7.091151237487793,0.0002,12.19
0.7655,7.403868675231934,0.0002,12.2
0.7691,7.407421112060547,0.0002,12.22
0.8137,7.183170795440674,0.0002,12.24
0.8008,7.5691962242126465,0.0002,12.26
0.7839,7.307097911834717,0.0002,12.27
0.7582,7.918436527252197,0.0002,12.29
0.8366,6.8900837898254395,0.0002,12.31
0.8116,7.340857028961182,0.0002,12.32
0.7782,7.318282604217529,0.0002,12.34
0.7854,7.5881452560424805,0.0002,12.36
0.8446,7.205733776092529,0.0002,12.38
0.8482,6.883499622344971,0.0002,12.39
0.7986,7.880502700805664,0.0002,12.41
0.7863,7.067359447479248,0.0002,12.43
0.782,7.493917465209961,0.0002,12.45
0.8004,7.172529220581055,0.0002,12.46
0.796,7.6392388343811035,0.0002,12.48
0.8177,6.816276550292969,0.0002,12.5
0.7445,7.505314826965332,0.0002,12.52
0.8119,7.164185523986816,0.0002,12.53
0.7914,7.4141693115234375,0.0002,12.55
0.7777,7.028623580932617,0.0002,12.57
0.7793,6.941296100616455,0.0002,12.58
0.7807,7.5823140144348145,0.0002,12.6
0.8085,7.671387672424316,0.0002,12.62
0.7951,7.067959785461426,0.0002,12.64
0.8142,7.564257621765137,0.0002,12.65
0.8389,7.1485795974731445,0.0002,12.67
0.7906,7.4823455810546875,0.0002,12.69
0.8295,7.650261402130127,0.0002,12.71
0.7896,7.391350269317627,0.0002,12.72
0.7747,7.324319839477539,0.0002,12.74
0.7715,6.956259250640869,0.0002,12.76
0.7928,7.388464450836182,0.0002,12.77
0.8329,7.792182445526123,0.0002,12.79
0.8103,7.018104553222656,0.0002,12.81
0.7878,7.042953014373779,0.0002,12.83
0.8139,7.150320053100586,0.0002,12.84
0.7914,7.353640556335449,0.0002,12.86
0.8411,7.000549793243408,0.0002,12.88
0.8107,6.965395927429199,0.0002,12.9
0.8062,7.268679618835449,0.0002,12.91
0.8027,7.188387870788574,0.0002,12.93
0.8169,7.116095066070557,0.0002,12.95
0.7895,7.167643070220947,0.0002,12.96
0.8029,7.213489532470703,0.0002,12.98
0.8064,7.391016960144043,0.0002,13.0
0.7561,7.780803203582764,0.0002,13.02
0.7602,7.215564727783203,0.0002,13.03
0.7645,7.547883033752441,0.0002,13.05
0.7763,8.098173141479492,0.0002,13.07
0.7872,7.573846340179443,0.0002,13.09
0.7913,7.557267665863037,0.0002,13.1
0.7979,7.762087821960449,0.0002,13.12
0.7157,7.748294353485107,0.0002,13.14
0.7744,7.120251655578613,0.0002,13.15
0.746,8.059242248535156,0.0002,13.17
0.7466,8.32009506225586,0.0002,13.19
0.7688,7.568329811096191,0.0002,13.21
0.8002,7.292255401611328,0.0002,13.22
0.754,8.20165729522705,0.0002,13.24
0.7485,7.527892112731934,0.0002,13.26
0.7685,7.359821796417236,0.0002,13.28
0.778,7.142179012298584,0.0002,13.29
0.7593,7.600322723388672,0.0002,13.31
0.7959,7.779852390289307,0.0002,13.33
0.732,7.465190410614014,0.0002,13.34
0.7858,7.782110214233398,0.0002,13.36
0.7603,7.165647029876709,0.0002,13.38
0.8147,7.346096992492676,0.0002,13.4
0.7582,7.849372863769531,0.0002,13.41
0.7857,7.528487682342529,0.0002,13.43
0.7626,7.350768566131592,0.0002,13.45
0.7682,7.867544651031494,0.0002,13.47
0.7736,7.624605178833008,0.0002,13.48
0.7742,7.566685676574707,0.0002,13.5
0.8187,7.462146282196045,0.0002,13.52
0.7519,7.543982028961182,0.0002,13.54
0.7805,7.371968746185303,0.0002,13.55
0.7901,7.482433795928955,0.0002,13.57
0.7773,7.580316066741943,0.0002,13.59
0.7916,7.428037643432617,0.0002,13.6
0.7744,7.462972640991211,0.0002,13.62
0.7485,7.360261917114258,0.0002,13.64
0.8014,7.19116735458374,0.0002,13.66
0.7641,7.722403049468994,0.0002,13.67
0.7484,7.7070112228393555,0.0002,13.69
0.7616,8.12066650390625,0.0002,13.71
0.7972,7.0182061195373535,0.0002,13.73
0.7523,7.757205963134766,0.0002,13.74
0.7682,7.623322486877441,0.0002,13.76
0.7757,7.41825008392334,0.0002,13.78
0.8,7.302823543548584,0.0002,13.79
0.7905,7.451586723327637,0.0002,13.81
0.8407,7.278293609619141,0.0002,13.83
0.8142,7.4575700759887695,0.0002,13.85
0.7796,7.4136552810668945,0.0002,13.86
0.8046,6.990450382232666,0.0002,13.88
0.7865,7.512072563171387,0.0002,13.9
0.8124,7.065128803253174,0.0002,13.92
0.7744,7.612666130065918,0.0002,13.93
0.7762,7.8356709480285645,0.0002,13.95
0.7989,7.240439414978027,0.0002,13.97
0.7644,7.582406044006348,0.0002,13.98
0.7641,7.689539909362793,0.0002,14.0
0.7038,7.67765474319458,0.0002,14.02
0.7466,7.588207244873047,0.0002,14.04
0.7436,7.82722806930542,0.0002,14.05
0.7257,7.972216606140137,0.0002,14.07
0.737,7.362926959991455,0.0002,14.09
0.7358,7.839532375335693,0.0002,14.11
0.7612,7.43364143371582,0.0002,14.12
0.7374,8.210023880004883,0.0002,14.14
0.7446,7.973526954650879,0.0002,14.16
0.7351,7.9765777587890625,0.0002,14.17
0.7234,8.733174324035645,0.0002,14.19
0.7788,7.126181602478027,0.0002,14.21
0.7429,8.203417778015137,0.0002,14.23
0.7822,7.252231121063232,0.0002,14.24
0.7433,8.158076286315918,0.0002,14.26
0.7516,7.357217788696289,0.0002,14.28
0.7536,7.519817352294922,0.0002,14.3
0.7642,7.474717140197754,0.0002,14.31
0.7957,7.731402397155762,0.0002,14.33
0.7577,8.128636360168457,0.0002,14.35
0.7739,7.473898887634277,0.0002,14.36
0.7513,7.4621734619140625,0.0002,14.38
0.7817,7.955427169799805,0.0002,14.4
0.7605,7.5326385498046875,0.0002,14.42
0.7477,7.1988911628723145,0.0002,14.43
0.7717,7.908300876617432,0.0002,14.45
0.7899,7.470133304595947,0.0002,14.47
0.7699,8.391124725341797,0.0002,14.49
0.7869,7.699073314666748,0.0002,14.5
0.7774,7.771275520324707,0.0002,14.52
0.7381,7.8529558181762695,0.0002,14.54
0.742,8.205491065979004,0.0002,14.55
0.7651,7.452491760253906,0.0002,14.57
0.7485,8.314562797546387,0.0002,14.59
0.7269,7.894887447357178,0.0002,14.61
0.7761,7.8128437995910645,0.0002,14.62
0.7717,7.398129463195801,0.0002,14.64
0.79,7.343949794769287,0.0002,14.66
0.7632,7.724311828613281,0.0002,14.68
0.7545,7.483322620391846,0.0002,14.69
0.7538,7.707247257232666,0.0002,14.71
0.7956,7.351300239562988,0.0002,14.73
0.8001,7.501584053039551,0.0002,14.75
0.7487,7.496982097625732,0.0002,14.76
0.7274,7.634647846221924,0.0002,14.78
0.7693,7.857079029083252,0.0002,14.8
0.7789,7.53891134262085,0.0002,14.81
0.7874,7.281681537628174,0.0002,14.83
0.7541,7.558135032653809,0.0002,14.85
0.77,7.78918981552124,0.0002,14.87
0.7282,7.520505905151367,0.0002,14.88
0.8225,7.57826566696167,0.0002,14.9
0.7906,7.6267194747924805,0.0002,14.92
0.7842,7.617452144622803,0.0002,14.94
0.8038,7.405204772949219,0.0002,14.95
0.7876,7.588013648986816,0.0002,14.97
0.7574,7.713537216186523,0.0002,14.99
0.7168,7.587109088897705,0.0002,15.0
0.7358,7.866257190704346,0.0002,15.02
0.7316,8.292651176452637,0.0002,15.04
0.6906,8.527376174926758,0.0002,15.06
0.7492,7.506072044372559,0.0002,15.07
0.7185,8.213157653808594,0.0002,15.09
0.7511,8.38145923614502,0.0002,15.11
0.719,8.449606895446777,0.0002,15.13
0.7434,7.676480293273926,0.0002,15.14
0.7522,8.085929870605469,0.0002,15.16
0.7039,7.479519367218018,0.0002,15.18
0.7512,7.811207294464111,0.0002,15.19
0.6931,8.645008087158203,0.0002,15.21
0.7374,7.935513019561768,0.0002,15.23
0.6725,8.652531623840332,0.0002,15.25
0.7353,8.25002384185791,0.0002,15.26
0.7071,7.801094055175781,0.0002,15.28
0.7471,7.9276442527771,0.0002,15.3
0.7538,9.077901840209961,0.0002,15.32
0.7435,7.872540473937988,0.0002,15.33
0.7006,7.633926868438721,0.0002,15.35
0.7624,8.238816261291504,0.0002,15.37
0.7442,8.277461051940918,0.0002,15.38
0.7503,8.765461921691895,0.0002,15.4
0.7247,7.970008373260498,0.0002,15.42
0.7523,7.9593658447265625,0.0002,15.44
0.7359,7.745914936065674,0.0002,15.45
0.7485,8.203439712524414,0.0002,15.47
0.764,8.224540710449219,0.0002,15.49
0.7389,9.031272888183594,0.0002,15.51
0.7795,7.650878429412842,0.0002,15.52
0.7159,8.350607872009277,0.0002,15.54
0.7534,7.194602012634277,0.0002,15.56
0.7333,7.87135648727417,0.0002,15.57
0.7884,7.501485347747803,0.0002,15.59
0.7587,8.067408561706543,0.0002,15.61
0.7445,7.986518383026123,0.0002,15.63
0.7435,7.570110321044922,0.0002,15.64
0.7524,7.716804027557373,0.0002,15.66
0.7576,7.96168327331543,0.0002,15.68
0.7788,7.389636516571045,0.0002,15.7
0.7265,8.26202392578125,0.0002,15.71
0.723,7.590472221374512,0.0002,15.73
0.7493,8.120770454406738,0.0002,15.75
0.7127,7.367089748382568,0.0002,15.76
0.7575,7.7579240798950195,0.0002,15.78
0.763,7.702981472015381,0.0002,15.8
0.769,7.890286922454834,0.0002,15.82
0.7731,7.535087585449219,0.0002,15.83
0.7885,7.204894065856934,0.0002,15.85
0.7584,8.100611686706543,0.0002,15.87
0.7689,7.521963596343994,0.0002,15.89
0.785,7.799239158630371,0.0002,15.9
0.7213,8.04716968536377,0.0002,15.92
0.7313,7.581056594848633,0.0002,15.94
0.7505,7.797760009765625,0.0002,15.96
0.7319,7.744659423828125,0.0002,15.97
0.7221,8.429878234863281,0.0002,15.99
0.7318,7.223771095275879,0.0002,16.01
0.6835,8.837557792663574,0.0002,16.02
0.7164,7.830348491668701,0.0002,16.04
0.7076,8.562461853027344,0.0002,16.06
0.6861,7.661229610443115,0.0002,16.08
0.7047,8.296517372131348,0.0002,16.09
0.7158,7.945613861083984,0.0002,16.11
0.7315,8.371150016784668,0.0002,16.13
0.7264,8.047931671142578,0.0002,16.15
0.7333,8.524507522583008,0.0002,16.16
0.7153,7.769716262817383,0.0002,16.18
0.7346,8.189845085144043,0.0002,16.2
0.6915,8.492374420166016,0.0002,16.21
0.7228,8.412564277648926,0.0002,16.23
0.7192,8.451180458068848,0.0002,16.25
0.6964,8.851792335510254,0.0002,16.27
0.7279,8.379534721374512,0.0002,16.28
0.7472,8.268590927124023,0.0002,16.3
0.7171,8.674803733825684,0.0002,16.32
0.7443,8.223978042602539,0.0002,16.34
0.7322,8.16457748413086,0.0002,16.35
0.7215,8.344314575195312,0.0002,16.37
0.7587,8.090352058410645,0.0002,16.39
0.7234,8.049798965454102,0.0002,16.4
0.7077,8.556363105773926,0.0002,16.42
0.7609,7.615882873535156,0.0002,16.44
0.7537,8.437817573547363,0.0002,16.46
0.7628,8.207942008972168,0.0002,16.47
0.7138,8.467653274536133,0.0002,16.49
0.7007,8.016626358032227,0.0002,16.51
0.719,8.168859481811523,0.0002,16.53
0.7515,7.949615001678467,0.0002,16.54
0.7363,7.828153133392334,0.0002,16.56
0.7594,8.179770469665527,0.0002,16.58
0.7254,8.025392532348633,0.0002,16.59
0.7257,8.18668270111084,0.0002,16.61
0.7547,7.838691711425781,0.0002,16.63
0.7128,8.052366256713867,0.0002,16.65
0.7122,7.894867897033691,0.0002,16.66
0.7433,8.22175407409668,0.0002,16.68
0.7082,8.077160835266113,0.0002,16.7
0.7521,7.789518356323242,0.0002,16.72
0.7242,8.729440689086914,0.0002,16.73
0.732,7.920871257781982,0.0002,16.75
0.7758,7.830904006958008,0.0002,16.77
0.7092,8.523344039916992,0.0002,16.78
0.7537,7.727341175079346,0.0002,16.8
0.7497,7.870782852172852,0.0002,16.82
0.7223,8.880167961120605,0.0002,16.84
0.7124,8.395581245422363,0.0002,16.85
0.7177,8.199210166931152,0.0002,16.87
0.7248,8.352407455444336,0.0002,16.89
0.732,7.776357650756836,0.0002,16.91
0.6921,8.234797477722168,0.0002,16.92
0.7108,8.31490707397461,0.0002,16.94
0.7281,8.12123966217041,0.0002,16.96
0.7236,7.96754789352417,0.0002,16.97
0.7629,7.851502418518066,0.0002,16.99
0.7008,8.069401741027832,0.0002,17.01
0.7017,7.982736110687256,0.0002,17.03
0.6569,8.136774063110352,0.0002,17.04
0.7152,8.130416870117188,0.0002,17.06
0.688,8.197361946105957,0.0002,17.08
0.7185,8.071331024169922,0.0002,17.1
0.6575,8.623099327087402,0.0002,17.11
0.7202,8.324148178100586,0.0002,17.13
0.7303,8.44526481628418,0.0002,17.15
0.7083,8.357748031616211,0.0002,17.17
0.6526,9.066673278808594,0.0002,17.18
0.7124,7.964704513549805,0.0002,17.2
0.7529,8.562785148620605,0.0002,17.22
0.6818,8.101761817932129,0.0002,17.23
0.7017,8.382423400878906,0.0002,17.25
0.7137,9.541022300720215,0.0002,17.27
0.7123,8.095796585083008,0.0002,17.29
0.6989,8.74301815032959,0.0002,17.3
0.6975,9.213705062866211,0.0002,17.32
0.7014,8.549958229064941,0.0002,17.34
0.7051,8.44160270690918,0.0002,17.36
0.7245,8.208962440490723,0.0002,17.37
0.7189,8.243310928344727,0.0002,17.39
0.6902,8.837626457214355,0.0002,17.41
0.6767,8.536755561828613,0.0002,17.42
0.7119,9.366393089294434,0.0002,17.44
0.7018,8.471404075622559,0.0002,17.46
0.6984,8.146780967712402,0.0002,17.48
0.7063,8.149934768676758,0.0002,17.49
0.7231,8.269049644470215,0.0002,17.51
0.7291,8.617776870727539,0.0002,17.53
0.6771,8.378326416015625,0.0002,17.55
0.735,7.973907947540283,0.0002,17.56
0.6895,8.876968383789062,0.0002,17.58
0.7198,8.363006591796875,0.0002,17.6
0.7418,8.667877197265625,0.0002,17.61
0.7538,8.312695503234863,0.0002,17.63
0.7333,8.592100143432617,0.0002,17.65
0.7501,7.8824872970581055,0.0002,17.67
0.7364,9.066751480102539,0.0002,17.68
0.697,8.752480506896973,0.0002,17.7
0.7257,7.881565570831299,0.0002,17.72
0.6717,8.850223541259766,0.0002,17.74
0.7599,8.259194374084473,0.0002,17.75
0.7005,8.441012382507324,0.0002,17.77
0.735,7.8407511711120605,0.0002,17.79
0.7372,9.162040710449219,0.0002,17.8
0.7221,8.658447265625,0.0002,17.82
0.6897,8.273232460021973,0.0002,17.84
0.7209,8.297978401184082,0.0002,17.86
0.6799,8.154102325439453,0.0002,17.87
0.7044,8.087000846862793,0.0002,17.89
0.7306,8.072303771972656,0.0002,17.91
0.7201,8.276995658874512,0.0002,17.93
0.7614,7.544148921966553,0.0002,17.94
0.7087,8.017605781555176,0.0002,17.96
0.7486,8.116504669189453,0.0002,17.98
0.7493,7.987436294555664,0.0002,17.99
0.6842,8.706625938415527,0.0002,18.01
0.6548,9.109890937805176,0.0002,18.03
0.7028,8.474024772644043,0.0002,18.05
0.6868,8.398493766784668,0.0002,18.06
0.6882,8.48643970489502,0.0002,18.08
0.6577,9.045353889465332,0.0002,18.1
0.6707,9.192598342895508,0.0002,18.12
0.7166,8.904895782470703,0.0002,18.13
0.6839,8.5912504196167,0.0002,18.15
0.6746,8.442147254943848,0.0002,18.17
0.6928,8.117535591125488,0.0002,18.18
0.6751,8.404934883117676,0.0002,18.2
0.6929,8.80738353729248,0.0002,18.22
0.6864,8.681252479553223,0.0002,18.24
0.64,8.901288986206055,0.0002,18.25
0.7115,9.319804191589355,0.0002,18.27
0.6828,8.613187789916992,0.0002,18.29
0.6961,9.030197143554688,0.0002,18.31
0.684,9.044559478759766,0.0002,18.32
0.7266,8.738058090209961,0.0002,18.34
0.7016,8.033135414123535,0.0002,18.36
0.6992,9.235554695129395,0.0002,18.38
0.706,8.253185272216797,0.0002,18.39
0.7056,8.532934188842773,0.0002,18.41
0.7052,8.773886680603027,0.0002,18.43
0.7258,8.351698875427246,0.0002,18.44
0.6635,8.786031723022461,0.0002,18.46
0.6618,9.201104164123535,0.0002,18.48
0.7024,8.71894359588623,0.0002,18.5
0.6907,8.049816131591797,0.0002,18.51
0.7343,8.69219970703125,0.0002,18.53
0.6853,8.551929473876953,0.0002,18.55
0.6709,8.944331169128418,0.0002,18.57
0.7197,8.599652290344238,0.0002,18.58
0.6999,8.431270599365234,0.0002,18.6
0.6913,8.84205436706543,0.0002,18.62
0.6974,8.621418952941895,0.0002,18.63
0.6721,8.385258674621582,0.0002,18.65
0.7357,8.354523658752441,0.0002,18.67
0.6511,8.593442916870117,0.0002,18.69
0.6969,7.8540191650390625,0.0002,18.7
0.6974,9.02469539642334,0.0002,18.72
0.6984,8.491419792175293,0.0002,18.74
0.6975,8.93236255645752,0.0002,18.76
0.6832,8.930630683898926,0.0002,18.77
0.7398,8.60129165649414,0.0002,18.79
0.7038,8.269959449768066,0.0002,18.81
0.7463,8.486281394958496,0.0002,18.82
0.7001,8.079447746276855,0.0002,18.84
0.7299,8.648133277893066,0.0002,18.86
0.7038,8.71068286895752,0.0002,18.88
0.6772,8.13781452178955,0.0002,18.89
0.7599,8.920854568481445,0.0002,18.91
0.6914,8.84914493560791,0.0002,18.93
0.7196,8.371875762939453,0.0002,18.95
0.7056,8.386636734008789,0.0002,18.96
0.7195,8.644488334655762,0.0002,18.98
0.7198,8.355652809143066,0.0002,19.0
0.6737,9.898335456848145,0.0002,19.01
0.6703,8.658355712890625,0.0002,19.03
0.6714,9.236838340759277,0.0002,19.05
0.6287,8.775199890136719,0.0002,19.07
0.6346,8.90086555480957,0.0002,19.08
0.7054,8.526728630065918,0.0002,19.1
0.6935,9.0560941696167,0.0002,19.12
0.6414,8.666940689086914,0.0002,19.14
0.6661,8.799656867980957,0.0002,19.15
0.6425,9.30958366394043,0.0002,19.17
0.6474,8.583860397338867,0.0002,19.19
0.6457,9.537153244018555,0.0002,19.2
0.6921,8.725417137145996,0.0002,19.22
0.6193,9.919581413269043,0.0002,19.24
0.6528,9.129188537597656,0.0002,19.26
0.6936,8.587495803833008,0.0002,19.27
0.6979,8.951424598693848,0.0002,19.29
0.681,8.87325382232666,0.0002,19.31
0.6588,8.731099128723145,0.0002,19.33
0.651,8.765564918518066,0.0002,19.34
0.7084,8.502416610717773,0.0002,19.36
0.7,9.574973106384277,0.0002,19.38
0.6578,8.932209968566895,0.0002,19.39
0.7296,8.558704376220703,0.0002,19.41
0.6566,8.78290843963623,0.0002,19.43
0.692,9.266350746154785,0.0002,19.45
0.6971,8.696767807006836,0.0002,19.46
0.6922,8.857932090759277,0.0002,19.48
0.6614,9.552437782287598,0.0002,19.5
0.6739,8.60180950164795,0.0002,19.52
0.6864,8.435416221618652,0.0002,19.53
0.7053,8.580459594726562,0.0002,19.55
0.6771,9.4100980758667,0.0002,19.57
0.6957,8.880693435668945,0.0002,19.59
0.6843,9.201743125915527,0.0002,19.6
0.6553,8.671974182128906,0.0002,19.62
0.6667,8.901551246643066,0.0002,19.64
0.6857,9.134125709533691,0.0002,19.65
0.6771,8.696667671203613,0.0002,19.67
0.7248,9.507615089416504,0.0002,19.69
0.6999,8.604778289794922,0.0002,19.71
0.7068,8.691994667053223,0.0002,19.72
0.7188,8.838020324707031,0.0002,19.74
0.6658,9.224104881286621,0.0002,19.76
0.7071,9.072687149047852,0.0002,19.78
0.7042,8.780102729797363,0.0002,19.79
0.681,9.16697883605957,0.0002,19.81
0.6982,8.180155754089355,0.0002,19.83
0.6814,9.301390647888184,0.0002,19.84
0.677,8.798629760742188,0.0002,19.86
0.7101,9.127374649047852,0.0002,19.88
0.7248,9.045008659362793,0.0002,19.9
0.724,9.366798400878906,0.0002,19.91
0.6713,8.451207160949707,0.0002,19.93
0.6882,8.867810249328613,0.0002,19.95
0.701,8.353178024291992,0.0002,19.97
0.7489,8.308584213256836,0.0002,19.98
